Merchant Id, Avg Ticket Size ,Merchant Name,Company Name,Integration type,Governorate,Sales Mcc,Sales Agent,Sales Head,Dam Name,Dam Head,Merchant Id  1,Card Present Premium,Card Present Premium6,Card Present Premium2030,In Store Forsa Psp,In Store Forsa Agg,In Store Get Go,In Store Shahry New,In Store Souhoolav2 Psp,In Store Souhoolav3 Psp,Onlive Souhoolav2 Psp,Online Souhoolav3 Psp,In Store Souhoolav2 Agg,In Store Souhoolav3 Agg,Onlive Souhoolav2 Agg,Online Souhoolav3 Agg,In Store Sympl,In Store Valu Psp,Online Forsa,Online Get Go,Online Premium,Online Shahry,Online Sympl,Online Valu Agg,Valu Online Valu Agg,Online Valu Psp,Valu Online Valu Psp,Aman V2 Psp,Aman V2 Agg,Khazna Agg,Khazna Psp,Valu Sympl,Total Amount
124858," 192,180 ",MOLANA,01012415551,Online,Giza,حلواني,Mohamed_abdelsattar,mohamed_gamal,not_assigned, others,"852,267"," 1,982,910.00 "," 634,525.00 "," 56,102.00 "," 677,919.00 "," 1,003,051.00 "," 1,477,346.00 "," 1,140,689.00 "," 1,017,645.00 "," 330,742.00 "," 988,715.00 "," 210,458.00 "," 1,044,551.00 "," 1,186,735.00 "," 1,119,482.00 "," 1,167,509.00 "," 643,927.00 "," 1,566,363.00 "," 462,941.00 "," 246,041.00 "," 820,001.00 "," 1,351,083.00 "," 1,591,308.00 "," 1,625,896.00 "," 379,250.00 "," 1,265,962.00 "," 945,280.00 "," 824,029.00 "," 1,250,917.00 "," 579,480.00 "," 440,646.00 "," 928,226.00 "," 28,959,729.00 "
223908," 143,323 ",moonly,01006612280,Online,Giza,ملابس,Shady_soliman,mohamed_gamal,not_assigned, others,"682,427"," 1,443,891.00 "," 1,828,355.00 "," 852,850.00 "," 411,639.00 "," 385,855.00 "," 1,490,137.00 "," 46,141.00 "," 1,296,918.00 "," 653,742.00 "," 335,488.00 "," 1,938,784.00 "," 282,299.00 "," 1,640,922.00 "," 1,057,660.00 "," 430,757.00 "," 947,532.00 "," 1,125,981.00 "," 1,593,974.00 "," 601,311.00 "," 1,717,696.00 "," 1,782,375.00 "," 623,735.00 "," 923,040.00 "," 920,048.00 "," 1,017,753.00 "," 899,097.00 "," 142,910.00 "," 586,431.00 "," 1,018,313.00 "," 1,300,364.00 "," 1,606,252.00 "," 30,902,250.00 "
39862," 182,369 ",SHAMA3A STORE,Shama3aa,Online,Cairo,ملابس,Marwan_elshamy,mohamed_gamal,ahmed_magid,mohamed_gamal,"186,422"," 1,941,584.00 "," 309,391.00 "," 382,688.00 "," 272,962.00 "," 1,424,925.00 "," 1,350,166.00 "," 1,163,139.00 "," 1,492,512.00 "," 284,390.00 "," 71,778.00 "," 1,270,740.00 "," 449,010.00 "," 1,971,996.00 "," 1,841,966.00 "," 782,336.00 "," 1,002,210.00 "," 1,361,997.00 "," 847,893.00 "," 997,247.00 "," 1,307,674.00 "," 1,360,528.00 "," 1,065,478.00 "," 241,114.00 "," 300,985.00 "," 83,273.00 "," 1,113,519.00 "," 1,185,994.00 "," 871,506.00 "," 297,712.00 "," 1,901,535.00 "," 359,988.00 "," 29,308,236.00 "
156622," 230,940 ",RAQI,01000998708,Online,Cairo,سوبر ماركت /  هايبرماركت,Hussein_elfham,ahmed_abass,Heba_khaled1,telesales(Ezz),"763,228"," 1,043,894.00 "," 513,492.00 "," 1,978,085.00 "," 743,521.00 "," 819,938.00 "," 1,412,330.00 "," 1,007,656.00 "," 1,044,590.00 "," 630,219.00 "," 1,323,342.00 "," 1,370,169.00 "," 1,928,098.00 "," 568,045.00 "," 1,986,837.00 "," 1,081,784.00 "," 1,887,649.00 "," 462,883.00 "," 1,383,813.00 "," 165,552.00 "," 64,554.00 "," 71,503.00 "," 1,690,039.00 "," 1,540,830.00 "," 179,755.00 "," 434,923.00 "," 1,722,773.00 "," 1,558,627.00 "," 145,207.00 "," 422,757.00 "," 192,738.00 "," 1,438,451.00 "," 30,814,054.00 "
173146," 135,759 ",Health,Shen232,POS,Giza,صيداليات,Peter_zakaria, others,abdelrahman_emad,muhamed_ezzeldin,"168,350"," 1,584,624.00 "," 172,236.00 "," 1,992,077.00 "," 1,322,889.00 "," 229,135.00 "," 254,225.00 "," 560,201.00 "," 818,045.00 "," 474,996.00 "," 1,276,124.00 "," 1,883,916.00 "," 630,356.00 "," 1,273,274.00 "," 1,034,377.00 "," 1,330,985.00 "," 753,070.00 "," 589,288.00 "," 1,285,418.00 "," 1,692,705.00 "," 1,113,955.00 "," 1,149,025.00 "," 581,897.00 "," 534,448.00 "," 1,044,917.00 "," 1,722,866.00 "," 529,842.00 "," 274,364.00 "," 509,255.00 "," 345,821.00 "," 57,814.00 "," 1,012,598.00 "," 28,034,743.00 "
157654," 15,809 ",almuhandis lilmueadaat,almuhandis00,POS,Giza,Others,Ahmed_sayam,mohamed_gamal,a_tawfik,mohamed_gamal,"147,571"," 127,948.00 "," 1,190,240.00 "," 129,343.00 "," 990,407.00 "," 1,899,984.00 "," 1,503,090.00 "," 970,132.00 "," 1,129,799.00 "," 1,274,535.00 "," 215,312.00 "," 1,654,453.00 "," 1,127,955.00 "," 159,134.00 "," 1,245,896.00 "," 1,257,541.00 "," 1,999,222.00 "," 572,928.00 "," 1,425,709.00 "," 371,305.00 "," 370,662.00 "," 37,312.00 "," 132,648.00 "," 1,154,159.00 "," 1,109,328.00 "," 822,374.00 "," 1,929,672.00 "," 1,291,076.00 "," 236,546.00 "," 1,404,124.00 "," 1,498,988.00 "," 404,818.00 "," 29,636,640.00 "
227149," 150,436 ",Boat Rental,Bluesky321,Online,Giza,سياحة و بزار,mohamed_gamal,mohamed_gamal,telesales_damcancel,muhamed_ezzeldin,"26,429"," 1,881,644.00 "," 1,138,474.00 "," 1,470,199.00 "," 1,155,736.00 "," 1,505,629.00 "," 1,506,197.00 "," 1,717,521.00 "," 1,033,624.00 "," 1,028,392.00 "," 1,457,912.00 "," 1,525,239.00 "," 1,784,687.00 "," 644,857.00 "," 1,902,594.00 "," 1,746,667.00 "," 1,897,434.00 "," 1,577,553.00 "," 513,529.00 "," 1,051,786.00 "," 391,157.00 "," 1,212,124.00 "," 457,409.00 "," 463,999.00 "," 88,448.00 "," 62,960.00 "," 1,796,341.00 "," 140,240.00 "," 644,598.00 "," 1,679,487.00 "," 1,149,675.00 "," 1,673,407.00 "," 36,299,519.00 "
196878," 188,634 ",thndr,thndr,Online,Giza,الكترونيات,moustafa_raid,mohamed_elayah,mohamed_sedik,mohamed_elayah,"14,237"," 1,604,040.00 "," 1,006,702.00 "," 1,104,816.00 "," 753,206.00 "," 601,237.00 "," 1,862,725.00 "," 1,004,265.00 "," 1,126,412.00 "," 367,504.00 "," 317,788.00 "," 1,896,678.00 "," 964,101.00 "," 1,876,211.00 "," 25,879.00 "," 1,769,425.00 "," 762,586.00 "," 704,068.00 "," 1,545,281.00 "," 521,669.00 "," 841,204.00 "," 931,234.00 "," 1,973,744.00 "," 1,564,932.00 "," 592,929.00 "," 1,536,320.00 "," 1,420,088.00 "," 373,732.00 "," 487,815.00 "," 1,578,368.00 "," 1,459,696.00 "," 1,534,133.00 "," 34,108,788.00 "
84235," 247,111 ",STORE,store23,Online,Giza,اطارات و بطاريات وقطع غيار,ahmed_abass,ahmed_abass,mohamed.ibrahim,ahmed_abass,"139,687"," 1,189,211.00 "," 685,008.00 "," 1,334,259.00 "," 1,437,599.00 "," 1,125,272.00 "," 250,797.00 "," 1,859,556.00 "," 1,686,266.00 "," 1,606,823.00 "," 40,472.00 "," 808,228.00 "," 432,525.00 "," 1,129,404.00 "," 1,358,062.00 "," 1,657,517.00 "," 1,644,093.00 "," 892,542.00 "," 1,966,705.00 "," 931,959.00 "," 790,477.00 "," 631,291.00 "," 821,188.00 "," 1,722,800.00 "," 1,796,004.00 "," 1,968,303.00 "," 659,456.00 "," 1,849,989.00 "," 1,941,519.00 "," 842,779.00 "," 741,406.00 "," 1,515,679.00 "," 37,317,189.00 "
151279," 167,328 ",Tharwat1,Tharwat1,POS,Cairo,سوبر ماركت /  هايبرماركت,ahmed_ismael,ahmed_abass,karim_ahmed,ahmed_abass,"145,687"," 827,311.00 "," 1,114,797.00 "," 192,391.00 "," 1,645,969.00 "," 331,381.00 "," 1,878,178.00 "," 105,485.00 "," 213,943.00 "," 602,952.00 "," 862,857.00 "," 1,898,762.00 "," 1,586,314.00 "," 1,345,432.00 "," 1,986,591.00 "," 1,139,241.00 "," 939,379.00 "," 1,716,885.00 "," 265,739.00 "," 1,302,790.00 "," 1,831,106.00 "," 1,071,970.00 "," 1,011,740.00 "," 1,332,818.00 "," 500,264.00 "," 1,245,605.00 "," 1,346,782.00 "," 729,845.00 "," 669,995.00 "," 1,265,722.00 "," 1,121,538.00 "," 1,448,494.00 "," 33,532,276.00 "
141172," 31,557 ",Carina Stores,HossamElsayed,POS,Giza,ملابس,Noha_tarek,mohamed_elayah,Mahmoud_Abdoo,mohamed_elayah,"140,117"," 1,251,743.00 "," 229,669.00 "," 1,466,129.00 "," 1,454,467.00 "," 500,484.00 "," 1,820,715.00 "," 58,229.00 "," 334,877.00 "," 1,692,564.00 "," 1,855,072.00 "," 1,322,214.00 "," 1,950,783.00 "," 648,436.00 "," 1,478,004.00 "," 1,041,668.00 "," 1,412,554.00 "," 588,019.00 "," 791,131.00 "," 1,457,789.00 "," 1,499,915.00 "," 1,192,321.00 "," 1,225,728.00 "," 1,820,905.00 "," 665,992.00 "," 1,396,556.00 "," 1,242,457.00 "," 1,255,640.00 "," 1,278,209.00 "," 1,020,868.00 "," 13,128.00 "," 507,802.00 "," 34,474,068.00 "
146948," 158,553 ",صيدليات د احمد عبد العظيم,01098884777,POS,Giza,صيداليات و مستلزمات طبية,onboarding,telesales(Ezz),,,"172,903"," 1,272,869.00 "," 362,473.00 "," 1,891,438.00 "," 1,625,898.00 "," 1,071,953.00 "," 412,520.00 "," 890,882.00 "," 1,662,059.00 "," 1,966,683.00 "," 1,901,228.00 "," 296,868.00 "," 1,163,299.00 "," 836,544.00 "," 1,592,545.00 "," 1,408,384.00 "," 25,379.00 "," 1,568,181.00 "," 535,636.00 "," 1,759,150.00 "," 1,211,776.00 "," 1,091,819.00 "," 1,329,512.00 "," 543,672.00 "," 617,548.00 "," 1,748,382.00 "," 928,284.00 "," 845,959.00 "," 1,212,327.00 "," 908,790.00 "," 770,612.00 "," 196,293.00 "," 33,648,963.00 "
118253," 63,553 ",MTC,MTC,Online,Giza,موبايل,mohamed_Kashkoush,mohamed_gamal,Mohamedzein,mohamed_gamal,"124,444"," 853,187.00 "," 1,788,196.00 "," 1,639,794.00 "," 1,379,779.00 "," 341,895.00 "," 1,318,610.00 "," 152,864.00 "," 1,762,826.00 "," 1,926,473.00 "," 896,221.00 "," 255,872.00 "," 1,424,439.00 "," 351,194.00 "," 1,668,491.00 "," 463,553.00 "," 911,238.00 "," 238,044.00 "," 1,707,405.00 "," 741,452.00 "," 1,883,712.00 "," 1,816,444.00 "," 1,578,916.00 "," 450,930.00 "," 1,480,428.00 "," 1,351,231.00 "," 1,540,846.00 "," 1,649,514.00 "," 1,050,480.00 "," 550,327.00 "," 1,914,222.00 "," 1,906,609.00 "," 36,995,192.00 "
79864," 78,482 ",Awlad Ali,Awladali01,Online,Giza,سوبر ماركت /  هايبرماركت,ramy_gad,muhamed_ezzeldin,ahmed_nabil,muhamed_ezzeldin,"129,989"," 44,815.00 "," 1,167,057.00 "," 734,899.00 "," 1,022,648.00 "," 548,178.00 "," 1,878,008.00 "," 294,295.00 "," 212,402.00 "," 97,949.00 "," 999,411.00 "," 1,969,890.00 "," 165,649.00 "," 826,160.00 "," 1,551,504.00 "," 679,124.00 "," 1,718,093.00 "," 1,929,135.00 "," 718,597.00 "," 1,585,121.00 "," 1,984,338.00 "," 213,079.00 "," 330,352.00 "," 1,749,954.00 "," 327,923.00 "," 84,813.00 "," 402,344.00 "," 979,584.00 "," 1,125,532.00 "," 1,220,009.00 "," 1,816,844.00 "," 480,076.00 "," 28,857,783.00 "
140680," 204,432 ",ealimalruwad Library,ealimalruwad,POS,Cairo,مكتبة,kirolos_yehia,mohamed_gamal,mohamed.hany,mohamed_gamal,"75,231"," 375,787.00 "," 1,701,813.00 "," 274,532.00 "," 367,936.00 "," 1,243,907.00 "," 783,884.00 "," 1,053,670.00 "," 1,739,179.00 "," 1,491,363.00 "," 194,487.00 "," 348,531.00 "," 517,119.00 "," 116,276.00 "," 1,131,107.00 "," 1,940,266.00 "," 445,722.00 "," 1,831,598.00 "," 1,477,321.00 "," 1,209,863.00 "," 1,338,705.00 "," 1,265,470.00 "," 55,805.00 "," 729,837.00 "," 1,118,416.00 "," 958,155.00 "," 1,176,463.00 "," 873,832.00 "," 1,401,105.00 "," 1,848,565.00 "," 1,555,342.00 "," 1,762,874.00 "," 32,328,930.00 "
120659," 34,620 ",Mody marcket,Mody33,POS,Giza,سوبر ماركت /  هايبرماركت,h_maksoud,mohamed_gamal,not_assigned, others,"621,424"," 327,998.00 "," 56,354.00 "," 426,383.00 "," 1,078,132.00 "," 351,469.00 "," 1,510,381.00 "," 1,874,788.00 "," 824,503.00 "," 229,873.00 "," 58,972.00 "," 637,082.00 "," 498,851.00 "," 349,025.00 "," 1,403,381.00 "," 632,625.00 "," 514,636.00 "," 1,151,560.00 "," 970,376.00 "," 363,576.00 "," 589,329.00 "," 1,027,742.00 "," 1,929,809.00 "," 817,321.00 "," 56,258.00 "," 1,148,818.00 "," 1,001,863.00 "," 1,786,779.00 "," 823,407.00 "," 235,378.00 "," 1,865,751.00 "," 122,146.00 "," 24,664,566.00 "
131959," 68,176 ",pharmacy elamel,Samed1,Online,Cairo,صيداليات,Norhan_elkomy,mohamed_gamal,alielgendy,mohamed_gamal,"74,876"," 454,428.00 "," 469,476.00 "," 1,302,741.00 "," 915,013.00 "," 589,913.00 "," 213,448.00 "," 599,020.00 "," 328,772.00 "," 260,158.00 "," 1,431,562.00 "," 1,228,912.00 "," 1,756,759.00 "," 991,194.00 "," 1,070,608.00 "," 1,981,811.00 "," 1,919,550.00 "," 1,272,960.00 "," 766,371.00 "," 1,794,223.00 "," 992,841.00 "," 945,204.00 "," 1,884,278.00 "," 1,256,310.00 "," 1,167,254.00 "," 1,160,604.00 "," 360,170.00 "," 1,121,503.00 "," 56,567.00 "," 1,500,987.00 "," 1,312,763.00 "," 1,332,086.00 "," 32,437,486.00 "
45470," 96,480 ",Vienna Furniture,ViennaFur,Online,Giza,أثاث,ahmed_ayoub,muhamed_ezzeldin,ahmed.moustafa,muhamed_ezzeldin,"118,652"," 1,629,053.00 "," 686,869.00 "," 1,000,356.00 "," 439,533.00 "," 1,814,830.00 "," 1,079,013.00 "," 1,877,517.00 "," 1,401,761.00 "," 866,645.00 "," 1,775,315.00 "," 1,106,635.00 "," 156,432.00 "," 469,842.00 "," 1,555,259.00 "," 276,941.00 "," 984,997.00 "," 1,462,859.00 "," 1,059,746.00 "," 397,786.00 "," 887,603.00 "," 70,432.00 "," 610,317.00 "," 1,044,246.00 "," 1,128,603.00 "," 805,720.00 "," 1,860,281.00 "," 1,894,224.00 "," 1,121,038.00 "," 400,737.00 "," 38,109.00 "," 1,814,998.00 "," 31,717,697.00 "
182741," 49,796 ",El soltana,ASEL,Online,Cairo,ملابس,Abdelrahman_lashen,mohamed_gamal,Mohamed_abdeltwab,mohamed_gamal,"161,015"," 484,311.00 "," 1,704,567.00 "," 598,958.00 "," 933,435.00 "," 1,676,839.00 "," 641,360.00 "," 612,492.00 "," 391,099.00 "," 696,700.00 "," 1,031,074.00 "," 319,760.00 "," 539,409.00 "," 1,835,858.00 "," 1,112,497.00 "," 609,730.00 "," 1,453,826.00 "," 590,573.00 "," 1,257,477.00 "," 360,882.00 "," 1,688,315.00 "," 92,388.00 "," 670,783.00 "," 389,477.00 "," 788,746.00 "," 202,949.00 "," 311,114.00 "," 1,817,309.00 "," 350,611.00 "," 647,657.00 "," 202,220.00 "," 559,595.00 "," 24,572,011.00 "
56741," 47,050 ",Elshaarawy,Balha1,Online,Giza,موبايل,mohamed_ramadan,mohamed_gamal,m_muhammad,mohamed_gamal,"173,672"," 805,630.00 "," 357,116.00 "," 9,616.00 "," 1,860,164.00 "," 326,381.00 "," 367,005.00 "," 885,615.00 "," 929,353.00 "," 998,382.00 "," 561,077.00 "," 383,008.00 "," 1,566,442.00 "," 1,884,705.00 "," 1,799,808.00 "," 1,071,841.00 "," 978,345.00 "," 30,583.00 "," 612,554.00 "," 1,065,578.00 "," 1,197,059.00 "," 1,877,931.00 "," 551,233.00 "," 1,350,353.00 "," 1,751,257.00 "," 204,744.00 "," 1,786,741.00 "," 1,986,763.00 "," 1,660,810.00 "," 506,596.00 "," 210,576.00 "," 1,865,490.00 "," 31,442,756.00 "
